timestamp,P_pv_kw,P_wwtp_kw,P_dc_kw,P_bess_chg_kw,P_bess_dis_kw,P_grid_kw,P_curtail_kw,SOC_kwh,balance_error_kw,dispatch_state,rate_period,electricity_price,hour_of_day
2023-02-12 22:00:00,0.0,2533.817213759413,2500.0,0.0,0.0,4233.817213759413,0.0,4800.0,0.0,CHARGE,off_peak,0.07,22
2023-02-12 23:00:00,0.0,2465.0438015686395,2500.0,0.0,0.0,4165.0438015686395,0.0,4800.0,0.0,CHARGE,off_peak,0.07,23
2023-02-13 00:00:00,0.0,2215.007873103993,2500.0,0.0,0.0,3915.007873103993,0.0,4800.0,0.0,CHARGE,off_peak,0.07,0
2023-02-13 01:00:00,0.0,2159.981485250585,2500.0,0.0,0.0,3859.981485250585,0.0,4800.0,0.0,CHARGE,off_peak,0.07,1
2023-02-13 02:00:00,0.0,2053.509416501337,2500.0,0.0,0.0,3753.509416501337,0.0,4800.0,0.0,CHARGE,off_peak,0.07,2
2023-02-13 03:00:00,0.0,2079.5575810303926,2500.0,0.0,0.0,3779.5575810303926,0.0,4800.0,0.0,CHARGE,off_peak,0.07,3
2023-02-13 04:00:00,0.0,2218.9243533437784,2500.0,0.0,0.0,3918.9243533437784,0.0,4800.0,0.0,CHARGE,off_peak,0.07,4
2023-02-13 05:00:00,0.0,2338.8904167534556,2500.0,0.0,0.0,4038.8904167534556,0.0,4800.0,0.0,CHARGE,off_peak,0.07,5
2023-02-13 06:00:00,0.0,2607.565250873836,2500.0,0.0,0.0,4307.565250873836,0.0,4800.0,0.0,CHARGE,off_peak,0.07,6
2023-02-13 07:00:00,0.0,2783.6599315433805,2500.0,0.0,0.0,4483.6599315433805,0.0,4800.0,0.0,CHARGE,off_peak,0.07,7
2023-02-13 08:00:00,-0.0,2815.350116502133,2500.0,0.0,15.35011650213346,4500.0,0.0,4784.251445057829,0.0,CHARGE+SPIKE_SHAVE,off_peak,0.07,8
2023-02-13 09:00:00,1423.11409625189,2891.231878539878,2500.0,0.0,0.0,3168.117782287988,0.0,4784.251445057829,0.0,HOLD_SOLAR,partial_peak,0.12,9
2023-02-13 10:00:00,2716.4343771424333,2807.608202260797,2500.0,0.0,0.0,1791.1738251183638,0.0,4784.251445057829,0.0,HOLD_SOLAR,partial_peak,0.12,10
2023-02-13 11:00:00,2899.908207554412,2689.947971789805,2500.0,0.0,0.0,1490.0397642353928,0.0,4784.251445057829,0.0,HOLD_SOLAR,partial_peak,0.12,11
2023-02-13 12:00:00,2901.3339929193344,2588.035290133361,2500.0,0.0,0.0,1386.7012972140265,0.0,4784.251445057829,0.0,WINTER_IDLE,partial_peak,0.12,12
2023-02-13 13:00:00,3029.293353570131,2570.216517871988,2500.0,0.0,0.0,1240.923164301857,0.0,4784.251445057829,0.0,WINTER_IDLE,partial_peak,0.12,13
2023-02-13 14:00:00,3369.318402592178,2623.2578624303105,2500.0,0.0,0.0,953.9394598381327,0.0,4784.251445057829,0.0,WINTER_IDLE,partial_peak,0.12,14
2023-02-13 15:00:00,3808.172599172985,2738.2199112413655,2500.0,0.0,0.0,630.0473120683805,0.0,4784.251445057829,0.0,WINTER_IDLE,partial_peak,0.12,15
2023-02-13 16:00:00,3366.5442837114174,2744.869733763828,2500.0,0.0,0.0,1078.3254500524104,0.0,4784.251445057829,0.0,WINTER_IDLE,partial_peak,0.12,16
2023-02-13 17:00:00,1404.210431161621,2827.0406845702737,2500.0,0.0,0.0,3122.8302534086524,0.0,4784.251445057829,0.0,WINTER_IDLE,partial_peak,0.12,17
2023-02-13 18:00:00,0.0,2730.759830283935,2500.0,0.0,1109.557109570819,3321.202720713116,0.0,3645.8938893270206,0.0,EVENING_DIS,partial_peak,0.12,18
2023-02-13 19:00:00,0.0,2699.0119047019734,2500.0,0.0,1109.5571095708187,3289.4547951311547,0.0,2507.5363335962124,0.0,EVENING_DIS,partial_peak,0.12,19
2023-02-13 20:00:00,0.0,2622.6568251418657,2500.0,0.0,1109.557109570819,3213.0997155710465,0.0,1369.178777865404,0.0,EVENING_DIS,partial_peak,0.12,20
2023-02-13 21:00:00,0.0,2638.584171036221,2500.0,0.0,554.7785547854094,3783.805616250812,0.0,800.0,0.0,EVENING_DIS,partial_peak,0.12,21
2023-02-13 22:00:00,0.0,2432.705967565534,2500.0,1000.0,0.0,5132.705967565535,0.0,1774.7,0.0,CHARGE,off_peak,0.07,22
2023-02-13 23:00:00,0.0,2517.2749815770594,2500.0,1000.0,717.2749815770594,4500.0,0.0,2013.5069235897618,0.0,CHARGE+SPIKE_SHAVE,off_peak,0.07,23
2023-02-14 00:00:00,0.0,2242.302791758571,2500.0,1000.0,442.3027917585714,4500.0,0.0,2534.4234089097868,0.0,CHARGE+SPIKE_SHAVE,off_peak,0.07,0
2023-02-14 01:00:00,0.0,2158.2268574489103,2500.0,1000.0,358.22685744890987,4500.0,0.0,3141.598162732594,0.0,CHARGE+SPIKE_SHAVE,off_peak,0.07,1
2023-02-14 02:00:00,0.0,2080.507833453183,2500.0,1000.0,280.5078334531827,4500.0,0.0,3828.5092703008895,0.0,CHARGE+SPIKE_SHAVE,off_peak,0.07,2
2023-02-14 03:00:00,0.0,2098.554476141888,2500.0,996.7074276178419,295.26190375972965,4500.0,0.0,4497.074070216754,0.0,CHARGE+SPIKE_SHAVE,off_peak,0.07,3
