timestamp,hour,P_pv_kw,P_wwtp_kw,P_dc_kw,P_bess_chg_kw,P_bess_dis_kw,P_grid_kw,P_curtail_kw,SOC_kwh,balance_error_kw,T_chip_C,T_coolant_C,load_factor_eff,T_outside_C,api_latency_ms,local_pct,routing,alert_level,reasoning
2023-01-01 00:00:00,0,0.0,2382.22945317372,2000.0,820.7653637016518,0.0,4402.994816875372,0.0,4800.0,0.0,55.00000000052912,38.999999998163766,0.8,7.0,441.8983989571894,1.0,local,1,T_chip=55.0°C | SOC=67% | API=442ms | route=local
2023-01-01 11:00:00,11,3921.29614597552,2609.3297477802125,2000.0,111.9663981953081,0.0,4.547473508864641e-13,0.0,4909.133648320967,0.0,70.72740661147057,54.727406606293755,0.8,22.727406610312546,139.23279287358002,0.9,local,0,T_chip=70.7°C | SOC=68% | API=139ms | route=local
2023-01-01 12:00:00,12,4133.664942614198,2548.213376813733,2000.0,385.4515658004648,0.0,0.0,0.0,5284.83328950668,0.0,71.00000000044216,54.999999998465505,0.8,23.0,325.50497031187473,1.0,local,1,T_chip=71.0°C | SOC=73% | API=326ms | route=local
2023-01-01 13:00:00,13,4325.863621114198,2462.8686854007437,2000.0,662.9949357134547,0.0,0.0,0.0,5931.054453346584,0.0,70.72740660983568,54.72740661196747,0.8,22.727406610312546,24.51013515583543,0.5,local,0,T_chip=70.7°C | SOC=82% | API=25ms | route=local
2023-01-01 14:00:00,14,4357.442416926522,2459.536062829836,2000.0,697.9063540966863,0.0,0.0,0.0,6611.303776684624,0.0,69.92820323094662,53.928203227946476,0.8,21.92820323027551,30.726381149300302,0.5,local,0,T_chip=69.9°C | SOC=92% | API=31ms | route=local
2023-01-01 15:00:00,15,4624.211459368653,2597.365736344522,2000.0,826.8457230241311,0.0,0.0,0.0,7417.230302916244,0.0,68.65685424901032,52.656854251165335,0.8,20.65685424949238,123.99955418781022,0.9,local,0,T_chip=68.7°C | SOC=103% | API=124ms | route=local
2023-01-01 16:00:00,16,4655.577730941462,2612.3747853084915,2000.0,187.51379612573734,0.0,0.0,655.689149507233,7600.0,0.0,66.99999999924233,51.00000000262938,0.8,19.0,72.2134026560751,0.7,local,0,T_chip=67.0°C | SOC=106% | API=72ms | route=local
2023-01-01 17:00:00,17,4602.961442855449,2727.9932078887864,2000.0,0.0,0.0,0.0,674.9682349666618,7600.0,0.0,65.07055235870294,49.0705523681678,0.8,17.07055236082017,355.0007153495266,1.0,local,1,T_chip=65.1°C | SOC=106% | API=355ms | route=local
2023-01-01 18:00:00,18,2945.358549529347,2782.878264439374,2000.0,0.0,1537.5197149100272,0.0,500.0,6022.571339991764,0.0,63.0000000002682,46.999999999069274,0.8,15.000000000000002,81.89141110137929,0.7,local,0,T_chip=63.0°C | SOC=84% | API=82ms | route=local
2023-01-01 19:00:00,19,890.9725118114085,2788.917813863374,2000.0,0.0,2000.0,1097.9453020519659,0.0,3970.6579307376346,0.0,60.92944763951779,44.92944763800701,0.8,12.929447639179834,44.71274409696431,0.5,local,0,T_chip=60.9°C | SOC=55% | API=45ms | route=local
2023-01-01 20:00:00,20,0.0,2781.962323466166,2000.0,0.0,2000.0,1981.9623234661658,0.0,1918.7445214835052,0.0,59.00000000026621,42.99999999907617,0.8,11.000000000000002,1413.4679860015613,1.0,local,1,T_chip=59.0°C | SOC=27% | API=1413ms | route=local
2023-01-01 21:00:00,21,0.0,2764.851286045023,2000.0,0.0,1090.4402850899726,2874.4110009550504,0.0,800.0,0.0,57.34314575020524,41.34314575155704,0.8,9.343145750507624,185.69238208964174,0.9,local,1,T_chip=57.3°C | SOC=11% | API=186ms | route=local
2023-01-01 22:00:00,22,0.0,2653.7845035671576,2000.0,1000.0,0.0,4853.784503567158,0.0,1774.7,0.0,56.07179677045501,40.07179676718935,0.8,8.071796769724493,264.0284469800611,1.0,local,0,T_chip=56.1°C | SOC=25% | API=264ms | route=local
2023-01-01 23:00:00,23,0.0,2512.168044542678,2000.0,1000.0,212.16804454267822,4500.0,0.0,2531.7247721938256,0.0,55.27259339059084,39.27259338655237,0.8,7.2725933896874535,44.04999249343174,0.5,local,0,T_chip=55.3°C | SOC=35% | API=44ms | route=local
