timestamp,v_bus_grid,v_bus_pv,v_bus_bess,v_bus_wwtp,v_bus_dc,max_line_loading_pct
2023-01-01 00:00:00,1.0,1.0000006768877021,0.9998780547984035,0.9984470548181195,0.99987828040009,35.35470631501128
2023-01-01 01:00:00,1.0,1.0000006768877021,0.9998780547984035,0.9983442326676825,0.99987828040009,37.691297503607984
2023-01-01 02:00:00,1.0,1.0000006768877021,0.9998780547984031,0.9981852145500667,0.9998782804000896,41.30457127898076
2023-01-01 03:00:00,1.0,1.0000006768877021,0.9999664138544814,0.9980572063033765,0.9998782804000896,44.212919326481696
2023-01-01 04:00:00,1.0,1.0000006768877021,0.9999992236157319,0.9981147056874313,0.9998325122116535,42.90656690186125
2023-01-01 05:00:00,1.0,1.0000006768877021,1.000000053664426,0.9981218216129484,0.9997662715503091,42.74489338638149
2023-01-01 06:00:00,1.0,1.0000006768877021,1.0002439936872445,0.9980672116198461,0.9996951731807234,43.98560835221715
2023-01-01 07:00:00,1.0,1.0000006768877021,1.0002439936872445,0.9981753845319163,0.9996240609484973,41.52791905316029
2023-01-01 08:00:00,1.0,1.0000006768877021,1.000243993687248,0.9983131338803285,0.9995577824137499,38.39796993037166
2023-01-01 09:00:00,1.0,1.0000662234970175,1.0000291192846116,0.9983243637824712,0.9995008581301631,38.142789425151854
2023-01-01 10:00:00,1.0,1.0005571457756246,1.0000000752097298,0.9984305544276205,0.999457172564512,35.72968280326116
2023-01-01 11:00:00,1.0,1.000756314589358,1.0000000752097298,0.9984690062844557,0.9993897900356965,34.85584539991906
2023-01-01 12:00:00,1.0,1.0008180645212534,1.0000000752097298,0.9984607100961894,0.9994203398622599,35.04438245446663
2023-01-01 13:00:00,1.0,1.0009066708871894,1.0000000752097298,0.9986058417889931,0.9994297079902668,34.3665431953515
2023-01-01 14:00:00,1.0,1.00108536209843,1.0000000752097298,0.9986340597576137,0.999457172564512,41.14744025543847
2023-01-01 15:00:00,1.0,1.001255980894329,1.0000000752097298,0.9986239906555201,0.9995008581301631,47.62285006219144
2023-01-01 16:00:00,1.0,1.0006322179365994,1.0000000752097298,0.9987135610159695,0.9995577824137499,29.297642113396616
2023-01-01 17:00:00,1.0,1.0000006768877021,1.0000000752097298,0.9987137953527403,0.9996240609485174,29.292315665399567
2023-01-01 18:00:00,1.0,1.0000006768877021,1.0000000752097298,0.9988437568646777,0.9996951731807321,26.33816509398295
2023-01-01 19:00:00,1.0,1.0000006768877021,1.0000000752097298,0.9989133497530391,0.999766271550312,24.756136731466185
2023-01-01 20:00:00,1.0,1.0000006768877021,1.0000000752097298,0.9987663510902355,0.9998325122116541,28.097706745347445
2023-01-01 21:00:00,1.0,1.0000006768877021,1.0000000752097298,0.9988202173788909,0.99987828040009,26.87326106365053
2023-01-01 22:00:00,1.0,1.0000006768877021,0.9998780547984035,0.9987236089520151,0.99987828040009,29.06925285796579
2023-01-01 23:00:00,1.0,1.0000006768877021,0.9998780547984035,0.9986868170917488,0.99987828040009,29.905522461623036
2023-01-02 00:00:00,1.0,1.0000006768877021,0.9998780547984035,0.9985028567401015,0.99987828040009,34.086556701571865
2023-01-02 01:00:00,1.0,1.0000006768877021,0.9998780547984035,0.9983308714173531,0.99987828040009,37.99491348125389
2023-01-02 02:00:00,1.0,1.0000006768877021,0.9998780547984035,0.9982816863911429,0.99987828040009,39.11254965053138
2023-01-02 03:00:00,1.0,1.0000006768877021,0.9998780547984031,0.9981187677369753,0.9998782804000896,42.814277418169254
2023-01-02 04:00:00,1.0,1.0000006768877021,0.999932749393325,0.9981343679115705,0.9998325122116535,42.4598399703106
2023-01-02 05:00:00,1.0,1.0000006768877021,0.9999983720197463,0.9981249095898922,0.9997662715503091,42.67473442235713
2023-01-02 06:00:00,1.0,1.0000006768877021,1.0002439936872445,0.9981842192757555,0.9996951731807234,41.32718497317941
2023-01-02 07:00:00,1.0,1.0000006768877021,1.0002439936872445,0.998117185308823,0.9996240609484973,42.850230108750445
2023-01-02 08:00:00,1.0,1.0000006768877021,1.000243993687248,0.9982886821997442,0.9995577824137499,38.95358567087756
2023-01-02 09:00:00,1.0,1.000109035155878,1.0000290778188017,0.9984101623416101,0.9994092212121967,36.19309300315461
2023-01-02 10:00:00,1.0,1.00069919880714,1.0000000752097298,0.9983616129752356,0.999457172564512,37.29634953609447
2023-01-02 11:00:00,1.0,1.0007956025657914,1.0000000752097298,0.9985094781699089,0.9994297079902668,33.936075219798006
2023-01-02 12:00:00,1.0,1.0007980372652734,1.0000000752097298,0.9984624842226599,0.9994203398622599,35.00406420612954
2023-01-02 13:00:00,1.0,1.0008784113248046,1.0000000752097298,0.9986083273457258,0.9994297079902668,33.2942441297486
2023-01-02 14:00:00,1.0,1.0010480917979754,1.0000000752097298,0.9986128039339028,0.999457172564512,39.73304852912051
2023-01-02 15:00:00,1.0,1.0012064484174987,1.0000000752097298,0.9985833152941156,0.9995008581301631,45.74288412396535
2023-01-02 16:00:00,1.0,1.0006102625627742,1.0000000752097298,0.9986197423215187,0.9995577824137499,31.430057007532437
2023-01-02 17:00:00,1.0,1.0000006768877021,1.0000000752097298,0.9987214484492879,0.9996240609485174,29.11836115523121
2023-01-02 18:00:00,1.0,1.0000006768877021,1.0000000752097298,0.9988013266972922,0.9996951731807321,27.302674501355412
2023-01-02 19:00:00,1.0,1.0000006768877021,1.0000000752097298,0.99885385714759,0.999766271550312,26.108564207974176
2023-01-02 20:00:00,1.0,1.0000006768877021,1.0000000752097298,0.9989239958573173,0.9998325122116541,24.51411589411283
2023-01-02 21:00:00,1.0,1.0000006768877021,1.0000000752097298,0.9988466729531263,0.99987828040009,26.27187638219602
2023-01-02 22:00:00,1.0,1.0000006768877021,0.9998780547984035,0.9987518978398799,0.99987828040009,28.4262383702402
2023-01-02 23:00:00,1.0,1.0000006768877021,0.9998780547984035,0.9985538440071251,0.99987828040009,32.92777914007036
2023-01-03 00:00:00,1.0,1.0000006768877021,0.9998780547984035,0.9984552611646921,0.99987828040009,35.168212854778815
2023-01-03 01:00:00,1.0,1.0000006768877021,0.9998780547984035,0.9984313401461239,0.99987828040009,35.7118272097271
2023-01-03 02:00:00,1.0,1.0000006768877021,0.9998780547984035,0.998202572891004,0.99987828040009,40.91016869208286
2023-01-03 03:00:00,1.0,1.0000006768877021,0.9998780547984031,0.9981595825541292,0.9998782804000896,41.886952296017824
2023-01-03 04:00:00,1.0,1.0000006768877021,0.999932749393325,0.9981384604373497,0.9998325122116535,42.36685672245169
2023-01-03 05:00:00,1.0,1.0000006768877021,0.9999983720197463,0.9980764399021627,0.9997662715503091,43.77594934769819
2023-01-03 06:00:00,1.0,1.0000006768877021,1.0002439936872445,0.9980966271366198,0.9996951731807234,43.31730697562069
2023-01-03 07:00:00,1.0,1.0000006768877021,1.0002439936872445,0.9981665952202988,0.9996240609484973,41.727619573849076
2023-01-03 08:00:00,1.0,1.0000006768877021,1.000243993687248,0.9983329600735643,0.9995577824137499,37.947451847369344
2023-01-03 09:00:00,1.0,1.0000197723435587,1.0000290778188017,0.998370034094085,0.9995008581301631,37.10498725535516
2023-01-03 10:00:00,1.0,1.000359029380117,1.0000000752097298,0.9983879524973309,0.999457172564512,36.69780387006117
2023-01-03 11:00:00,1.0,1.0006073668916766,1.0000000752097298,0.9983917456976003,0.9994297079902668,36.61160531654066
2023-01-03 12:00:00,1.0,1.0007057828775043,1.0000000752097298,0.99849936187077,0.9994203398622599,34.16598232111827
2023-01-03 13:00:00,1.0,1.0006468891427114,1.0000000752097298,0.9985132642435098,0.9994297079902668,33.85003094290577
2023-01-03 14:00:00,1.0,1.0003132743675776,1.0000000752097298,0.9986009172081526,0.999457172564512,31.857917343495874
